11.25
12
14
17.64
17.64
18
20
20.5
21
21.25
21.75
22
22.5
26
27
28
29
29
30
30
30
30
30
30
30.42
31.25
31.8
32
32
32.25
32.5
32.5
32.5
33
33
33
33
33
34
34.5
34.5
34.52
35
35
35
35.65
36
36
36
36
36.25
36.75
37
37.5
37.5
37.5
37.5
37.56
38
38.25
39
39
39
39.75
40
40
40
40
40
40
40.25
41
41.25
41.25
42
42
42.5
42.91
44
44
44
44.08
45
45.5
45.5
46.8
47.5
48
48
48.75
50
50.19
54
55
56
57
60
62
66
67.5
